prompt,code
get me a rg with name Sharonburgh in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Sharonburgh""
    location =""EastUS""
}
"
get me a rg with name West Anthonyton in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Anthonyton""
    location =""EastUS""
}
"
get me a rg with name Lake Michaelmouth in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Michaelmouth""
    location =""SouthCentralUS""
}
"
get me a rg with name New Jerryburgh in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Jerryburgh""
    location =""EastUS""
}
"
get me a rg with name Port Stephanie in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Stephanie""
    location =""EastUS2""
}
"
get me a rg with name East Amber in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Amber""
    location =""EastUS2""
}
"
get me a rg with name Kelseyview in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kelseyview""
    location =""NorthCentralUS""
}
"
get me a rg with name Rodriguezstad in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Rodriguezstad""
    location =""WestUS""
}
"
get me a rg with name Keithfort in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Keithfort""
    location =""NorthCentralUS""
}
"
get me a rg with name New Garyport in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Garyport""
    location =""SouthCentralUS""
}
"
get me a rg with name Anitastad in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Anitastad""
    location =""EastUS2""
}
"
get me a rg with name Mcdowellmouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Mcdowellmouth""
    location =""EastUS""
}
"
get me a rg with name South Danielburgh in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Danielburgh""
    location =""NorthCentralUS""
}
"
get me a rg with name Frazierfurt in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Frazierfurt""
    location =""EastUS""
}
"
get me a rg with name East Jenniferland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Jenniferland""
    location =""WestUS""
}
"
get me a rg with name Brownland in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Brownland""
    location =""NorthCentralUS""
}
"
get me a rg with name Hernandezside in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hernandezside""
    location =""EastUS2""
}
"
get me a rg with name Audreystad in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Audreystad""
    location =""EastUS""
}
"
get me a rg with name Heatherchester in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Heatherchester""
    location =""EastUS""
}
"
get me a rg with name North Lucas in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Lucas""
    location =""WestUS""
}
"
get me a rg with name Spencebury in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Spencebury""
    location =""WestUS""
}
"
get me a rg with name Lake Lisa in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Lisa""
    location =""EastUS""
}
"
get me a rg with name Jonesbury in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jonesbury""
    location =""EastUS2""
}
"
get me a rg with name Stevenchester in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Stevenchester""
    location =""EastUS""
}
"
get me a rg with name Torresfurt in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Torresfurt""
    location =""SouthCentralUS""
}
"
get me a rg with name Lewisland in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lewisland""
    location =""EastUS2""
}
"
get me a rg with name Lake Jeanettemouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Jeanettemouth""
    location =""EastUS2""
}
"
get me a rg with name Lisaland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lisaland""
    location =""WestUS""
}
"
get me a rg with name Shawborough in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Shawborough""
    location =""NorthCentralUS""
}
"
get me a rg with name North Jaredland in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Jaredland""
    location =""EastUS2""
}
"
get me a rg with name Boothbury in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Boothbury""
    location =""WestUS""
}
"
get me a rg with name Roberthaven in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Roberthaven""
    location =""EastUS2""
}
"
get me a rg with name Ryanshire in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Ryanshire""
    location =""EastUS""
}
"
get me a rg with name South Josephmouth in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Josephmouth""
    location =""SouthCentralUS""
}
"
get me a rg with name South Gary in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Gary""
    location =""EastUS2""
}
"
get me a rg with name Kendrastad in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kendrastad""
    location =""SouthCentralUS""
}
"
get me a rg with name South Jillchester in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Jillchester""
    location =""EastUS""
}
"
get me a rg with name Turnerchester in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Turnerchester""
    location =""EastUS""
}
"
get me a rg with name Port Tanner in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Tanner""
    location =""EastUS""
}
"
get me a rg with name South Timfort in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Timfort""
    location =""WestUS""
}
"
get me a rg with name Port Fredberg in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Fredberg""
    location =""WestUS""
}
"
get me a rg with name South Christian in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Christian""
    location =""EastUS2""
}
"
get me a rg with name Port Kevin in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Kevin""
    location =""EastUS""
}
"
get me a rg with name North Melissaview in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Melissaview""
    location =""EastUS2""
}
"
get me a rg with name Davisville in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Davisville""
    location =""EastUS2""
}
"
get me a rg with name Harrishaven in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Harrishaven""
    location =""EastUS2""
}
"
get me a rg with name Martinside in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Martinside""
    location =""NorthCentralUS""
}
"
get me a rg with name Stevechester in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Stevechester""
    location =""EastUS2""
}
"
get me a rg with name Stewartport in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Stewartport""
    location =""SouthCentralUS""
}
"
get me a rg with name New David in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New David""
    location =""SouthCentralUS""
}
"
get me a rg with name Levyfort in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Levyfort""
    location =""SouthCentralUS""
}
"
get me a rg with name South Paulside in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Paulside""
    location =""NorthCentralUS""
}
"
get me a rg with name North Jeffreyborough in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Jeffreyborough""
    location =""WestUS""
}
"
get me a rg with name Meredithstad in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Meredithstad""
    location =""NorthCentralUS""
}
"
get me a rg with name Daniellemouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Daniellemouth""
    location =""EastUS""
}
"
get me a rg with name New Thomasfurt in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Thomasfurt""
    location =""NorthCentralUS""
}
"
get me a rg with name West Lisa in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Lisa""
    location =""NorthCentralUS""
}
"
get me a rg with name Paulberg in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Paulberg""
    location =""EastUS""
}
"
get me a rg with name North Melinda in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Melinda""
    location =""SouthCentralUS""
}
"
get me a rg with name Mollyburgh in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Mollyburgh""
    location =""EastUS2""
}
"
get me a rg with name Martinport in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Martinport""
    location =""EastUS""
}
"
get me a rg with name Amyport in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Amyport""
    location =""NorthCentralUS""
}
"
get me a rg with name Hallhaven in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hallhaven""
    location =""NorthCentralUS""
}
"
get me a rg with name Stonestad in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Stonestad""
    location =""SouthCentralUS""
}
"
get me a rg with name Codystad in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Codystad""
    location =""SouthCentralUS""
}
"
get me a rg with name South Jeromechester in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Jeromechester""
    location =""NorthCentralUS""
}
"
get me a rg with name South Douglasview in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Douglasview""
    location =""WestUS""
}
"
get me a rg with name Nicholasside in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Nicholasside""
    location =""WestUS""
}
"
get me a rg with name New Michaelmouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Michaelmouth""
    location =""EastUS2""
}
"
get me a rg with name Alvarezland in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Alvarezland""
    location =""EastUS""
}
"
get me a rg with name Phillipsberg in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Phillipsberg""
    location =""EastUS""
}
"
get me a rg with name Robertstad in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Robertstad""
    location =""EastUS""
}
"
get me a rg with name Dariusland in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Dariusland""
    location =""EastUS""
}
"
get me a rg with name Hamiltonbury in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hamiltonbury""
    location =""EastUS2""
}
"
get me a rg with name Matthewland in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Matthewland""
    location =""EastUS""
}
"
get me a rg with name Sandrachester in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Sandrachester""
    location =""NorthCentralUS""
}
"
get me a rg with name Hessland in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hessland""
    location =""SouthCentralUS""
}
"
get me a rg with name Travishaven in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Travishaven""
    location =""SouthCentralUS""
}
"
get me a rg with name Lake Danny in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Danny""
    location =""EastUS2""
}
"
get me a rg with name Stevenburgh in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Stevenburgh""
    location =""WestUS""
}
"
get me a rg with name Port Andrew in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Andrew""
    location =""NorthCentralUS""
}
"
get me a rg with name Deanbury in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Deanbury""
    location =""EastUS2""
}
"
get me a rg with name New Tanya in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Tanya""
    location =""WestUS""
}
"
get me a rg with name Jasmineside in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jasmineside""
    location =""EastUS""
}
"
get me a rg with name North Andrea in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Andrea""
    location =""EastUS""
}
"
get me a rg with name Lake Danielhaven in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Danielhaven""
    location =""EastUS2""
}
"
get me a rg with name West Ericmouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Ericmouth""
    location =""NorthCentralUS""
}
"
get me a rg with name West Alyssamouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Alyssamouth""
    location =""EastUS""
}
"
get me a rg with name Thomasport in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Thomasport""
    location =""SouthCentralUS""
}
"
get me a rg with name Lindsayberg in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lindsayberg""
    location =""NorthCentralUS""
}
"
get me a rg with name Brittanyhaven in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Brittanyhaven""
    location =""EastUS2""
}
"
get me a rg with name Josephside in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Josephside""
    location =""NorthCentralUS""
}
"
get me a rg with name Gomezview in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Gomezview""
    location =""WestUS""
}
"
get me a rg with name Taylormouth in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Taylormouth""
    location =""WestUS""
}
"
get me a rg with name Brandyside in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Brandyside""
    location =""NorthCentralUS""
}
"
get me a rg with name Stoneton in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Stoneton""
    location =""SouthCentralUS""
}
"
get me a rg with name Amandafort in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Amandafort""
    location =""SouthCentralUS""
}
"
get me a rg with name New Emilyhaven in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Emilyhaven""
    location =""EastUS2""
}
"
get me a rg with name Lake Jessicaland in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Jessicaland""
    location =""EastUS""
}
"
get me a rg with name Amandafurt in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Amandafurt""
    location =""NorthCentralUS""
}
"
get me a rg with name Youngside in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Youngside""
    location =""WestUS""
}
"
get me a rg with name South Anthonyburgh in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Anthonyburgh""
    location =""EastUS2""
}
"
get me a rg with name Kempview in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kempview""
    location =""SouthCentralUS""
}
"
get me a rg with name Port Hannahville in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Hannahville""
    location =""EastUS""
}
"
get me a rg with name Greenmouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Greenmouth""
    location =""EastUS""
}
"
get me a rg with name Palmerfort in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Palmerfort""
    location =""WestUS""
}
"
get me a rg with name Lake Juan in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Juan""
    location =""WestUS""
}
"
get me a rg with name Port Kara in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Kara""
    location =""NorthCentralUS""
}
"
get me a rg with name Hancockland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hancockland""
    location =""WestUS""
}
"
get me a rg with name Jamesmouth in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jamesmouth""
    location =""SouthCentralUS""
}
"
get me a rg with name East Ericborough in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Ericborough""
    location =""EastUS2""
}
"
get me a rg with name Schroederside in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Schroederside""
    location =""SouthCentralUS""
}
"
get me a rg with name New Deborahton in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Deborahton""
    location =""WestUS""
}
"
get me a rg with name Lake Monica in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Monica""
    location =""EastUS""
}
"
get me a rg with name East Maryland in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Maryland""
    location =""EastUS2""
}
"
get me a rg with name New Shawnchester in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Shawnchester""
    location =""EastUS""
}
"
get me a rg with name Wendyland in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Wendyland""
    location =""SouthCentralUS""
}
"
get me a rg with name Charlesshire in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Charlesshire""
    location =""EastUS""
}
"
get me a rg with name Devinburgh in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Devinburgh""
    location =""EastUS2""
}
"
get me a rg with name Port Kimberlyfort in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Kimberlyfort""
    location =""EastUS2""
}
"
get me a rg with name West Kristinfort in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Kristinfort""
    location =""NorthCentralUS""
}
"
get me a rg with name East Stephen in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Stephen""
    location =""NorthCentralUS""
}
"
get me a rg with name Nelsonbury in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Nelsonbury""
    location =""SouthCentralUS""
}
"
get me a rg with name Rebeccaland in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Rebeccaland""
    location =""NorthCentralUS""
}
"
get me a rg with name North Christopher in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Christopher""
    location =""EastUS""
}
"
get me a rg with name Claytonmouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Claytonmouth""
    location =""EastUS""
}
"
get me a rg with name West Melissa in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Melissa""
    location =""SouthCentralUS""
}
"
get me a rg with name North Nicole in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Nicole""
    location =""EastUS2""
}
"
get me a rg with name New Jeffreyview in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Jeffreyview""
    location =""WestUS""
}
"
get me a rg with name East Sarah in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Sarah""
    location =""WestUS""
}
"
get me a rg with name Jasontown in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jasontown""
    location =""SouthCentralUS""
}
"
get me a rg with name Brianbury in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Brianbury""
    location =""EastUS""
}
"
get me a rg with name Nicoletown in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Nicoletown""
    location =""NorthCentralUS""
}
"
get me a rg with name South Frederickberg in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Frederickberg""
    location =""NorthCentralUS""
}
"
get me a rg with name East Jessica in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Jessica""
    location =""EastUS2""
}
"
get me a rg with name South Patricia in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Patricia""
    location =""EastUS""
}
"
get me a rg with name New Sandraburgh in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Sandraburgh""
    location =""EastUS2""
}
"
get me a rg with name Parkerhaven in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Parkerhaven""
    location =""EastUS""
}
"
get me a rg with name South Brandon in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Brandon""
    location =""WestUS""
}
"
get me a rg with name South Amyshire in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Amyshire""
    location =""WestUS""
}
"
get me a rg with name New Traciechester in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Traciechester""
    location =""EastUS""
}
"
get me a rg with name Gregorybury in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Gregorybury""
    location =""EastUS2""
}
"
get me a rg with name Coffeystad in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Coffeystad""
    location =""WestUS""
}
"
get me a rg with name Laneborough in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Laneborough""
    location =""WestUS""
}
"
get me a rg with name Laurastad in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Laurastad""
    location =""EastUS""
}
"
get me a rg with name West Laura in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Laura""
    location =""EastUS2""
}
"
get me a rg with name Amandamouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Amandamouth""
    location =""EastUS2""
}
"
get me a rg with name Mcdanielshire in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Mcdanielshire""
    location =""NorthCentralUS""
}
"
get me a rg with name Jonathanview in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jonathanview""
    location =""EastUS""
}
"
get me a rg with name Spencerhaven in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Spencerhaven""
    location =""SouthCentralUS""
}
"
get me a rg with name South Nicole in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Nicole""
    location =""SouthCentralUS""
}
"
get me a rg with name Eatonmouth in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Eatonmouth""
    location =""WestUS""
}
"
get me a rg with name Isaacberg in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Isaacberg""
    location =""EastUS""
}
"
get me a rg with name Zacharytown in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Zacharytown""
    location =""WestUS""
}
"
get me a rg with name Lake Deannafurt in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Deannafurt""
    location =""SouthCentralUS""
}
"
get me a rg with name Donaldfurt in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Donaldfurt""
    location =""EastUS""
}
"
get me a rg with name Port Jeffrey in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Jeffrey""
    location =""EastUS2""
}
"
get me a rg with name North Elizabeth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Elizabeth""
    location =""NorthCentralUS""
}
"
get me a rg with name North Johnshire in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Johnshire""
    location =""EastUS""
}
"
get me a rg with name Riddlehaven in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Riddlehaven""
    location =""EastUS""
}
"
get me a rg with name Port Shannonport in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Shannonport""
    location =""EastUS2""
}
"
get me a rg with name Salinashaven in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Salinashaven""
    location =""EastUS""
}
"
get me a rg with name Ethanview in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Ethanview""
    location =""SouthCentralUS""
}
"
get me a rg with name Christopherland in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Christopherland""
    location =""EastUS""
}
"
get me a rg with name Caseview in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Caseview""
    location =""WestUS""
}
"
get me a rg with name Powershaven in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Powershaven""
    location =""EastUS2""
}
"
get me a rg with name New Ashleymouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Ashleymouth""
    location =""EastUS""
}
"
get me a rg with name Proctormouth in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Proctormouth""
    location =""WestUS""
}
"
get me a rg with name South Melissatown in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Melissatown""
    location =""SouthCentralUS""
}
"
get me a rg with name Kylietown in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kylietown""
    location =""EastUS2""
}
"
get me a rg with name South Heidi in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Heidi""
    location =""WestUS""
}
"
get me a rg with name Smithberg in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Smithberg""
    location =""EastUS2""
}
"
get me a rg with name Adamsview in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Adamsview""
    location =""WestUS""
}
"
get me a rg with name Rodriguezfurt in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Rodriguezfurt""
    location =""EastUS2""
}
"
get me a rg with name New Doris in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Doris""
    location =""NorthCentralUS""
}
"
get me a rg with name Joannetown in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Joannetown""
    location =""SouthCentralUS""
}
"
get me a rg with name West Caroline in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Caroline""
    location =""NorthCentralUS""
}
"
get me a rg with name Sosamouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Sosamouth""
    location =""NorthCentralUS""
}
"
get me a rg with name Colemanview in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Colemanview""
    location =""WestUS""
}
"
get me a rg with name South Loriview in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Loriview""
    location =""NorthCentralUS""
}
"
get me a rg with name Thomasland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Thomasland""
    location =""WestUS""
}
"
get me a rg with name East Adam in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Adam""
    location =""NorthCentralUS""
}
"
get me a rg with name North Mark in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Mark""
    location =""SouthCentralUS""
}
"
get me a rg with name Cruzchester in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Cruzchester""
    location =""EastUS2""
}
"
get me a rg with name Port Aprilberg in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Aprilberg""
    location =""WestUS""
}
"
get me a rg with name Luishaven in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Luishaven""
    location =""SouthCentralUS""
}
"
get me a rg with name Mollyfort in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Mollyfort""
    location =""SouthCentralUS""
}
"
get me a rg with name Kristinaburgh in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kristinaburgh""
    location =""EastUS""
}
"
get me a rg with name Virginiaville in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Virginiaville""
    location =""WestUS""
}
"
get me a rg with name New Kaylafurt in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Kaylafurt""
    location =""WestUS""
}
"
get me a rg with name Angelfurt in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Angelfurt""
    location =""EastUS""
}
"
